tanggal,id,text,rt,fav,place,sent_score,sentiment
2022-08-23 22:12:29,1562201133162336000, mmc_idn2 26 juta data pribadi diretas negara gagal menjaga privasi rakyat serba serbi mmc tersebar isu bahwa 26 juta riwayat penca ,57,0,,-1,-1
2022-08-23 21:43:07,1562193745440755968,kominfo luruskan informasi dugaan data pribadi pln dan indihome bocor co zfzj3w0ugk,0,0,,-2,-1
2022-08-23 21:40:06,1562192984971842048, mmc_idn2 26 juta data pribadi diretas negara gagal menjaga privasi rakyat serba serbi mmc tersebar isu bahwa 26 juta riwayat penca ,57,0,,-1,-1
2022-08-23 20:08:18,1562169883722255872, mmc_idn2 26 juta data pribadi diretas negara gagal menjaga privasi rakyat serba serbi mmc tersebar isu bahwa 26 juta riwayat penca ,57,0,,-1,-1
2022-08-23 20:00:57,1562168035502424064,setelah pln kini muncul klaim data pelanggan indihome bocor kemarin indonesia digemparkan co 3cbu6mgz1j,0,0,,-2,-1
2022-08-23 19:45:02,1562164027685449984, vivacoid 26 juta data pribadi pelanggan indihome diduga bocor co uy4yz9o05n,215,0,,-2,-1
2022-08-23 18:34:44,1562146336606002944, hahahiheho halo min met pagi indihome kalau keluar asep gini ngaruh ya soalnya terus min takutnya data bocor mohon info ,2745,0,,-1,-1
2022-08-23 18:10:29,1562140231511334912,indihome abis bocor data gangguan mulu sudah biasa wkwkwkwkwk,0,2,,-2,-1
2022-08-23 18:04:35,1562138750120907008, zarazettirazr data pelanggan indihome bocor dan diperjualbelikan di situs bjorka sebanyak 26 juta histori pencarian berikut keywo ,204,0,,0,0
2022-08-23 17:26:09,1562129076542145024, hyang_wisnu data pln dan indihome bocor ini yang dilakukan kominfo kemkominfo akan segera mengeluarkan rekomendasi teknis untuk pen ,16,0,,-1,-1
2022-08-23 17:13:54,1562125992373939968, hahahiheho halo min met pagi indihome kalau keluar asep gini ngaruh ya soalnya terus min takutnya data bocor mohon info ,2745,0,,-1,-1
2022-08-23 17:12:07,1562125546821419008, hyang_wisnu data pln dan indihome bocor kominfo lakukan ini kemkominfo akan segera mengeluarkan rekomendasi teknis untuk peningkata ,14,0,,-1,-1
2022-08-23 17:04:47,1562123699242749952, bieemore tukangjagahati txtfrombrand soal tanggung jawab pemerintah kominfo dan yang saat ini indihome terhada co fzbdq4uekt,0,0,,-1,-1
2022-08-23 17:03:39,1562123413086679040, hyang_wisnu data pln dan indihome bocor ini yang dilakukan kominfo kemkominfo akan segera mengeluarkan rekomendasi teknis untuk pen ,16,0,,-1,-1
2022-08-23 16:50:00,1562119980371415040, mmc_idn2 26 juta data pribadi diretas negara gagal menjaga privasi rakyat serba serbi mmc tersebar isu bahwa 26 juta riwayat penca ,57,0,,-1,-1
2022-08-23 16:48:57,1562119716340376064, secgron selama ini udah ketahuan mencuri browsing history milik pengguna melalui kerjasama antara telkom dan anak usahanya di bidang ,295,0,,-2,-1
2022-08-23 16:46:57,1562119211010658048, hyang_wisnu data pln dan indihome bocor kominfo lakukan ini kemkominfo akan segera mengeluarkan rekomendasi teknis untuk peningkata ,14,0,,-1,-1
2022-08-23 16:22:31,1562113062722608896, mmc_idn2 26 juta data pribadi diretas negara gagal menjaga privasi rakyat serba serbi mmc tersebar isu bahwa 26 juta riwayat penca ,57,0,,-1,-1
2022-08-23 16:17:31,1562111804032963072,terbiasa meremehkan sesuatu itu tidak baik kawan liat data kita yg bocor laku kan dijual lagian lu ngapain nyimpe co xrgumyhwco,0,0,,0,0
2022-08-23 16:12:15,1562110478767501056, mmc_idn2 26 juta data pribadi diretas negara gagal menjaga privasi rakyat serba serbi mmc tersebar isu bahwa 26 juta riwayat penca ,57,0,,-1,-1
2022-08-23 16:04:15,1562108467913306112, hyang_wisnu data pln dan indihome bocor kominfo lakukan ini kemkominfo akan segera mengeluarkan rekomendasi teknis untuk peningkata ,14,0,,-1,-1
2022-08-23 16:04:11,1562108448203948032, hahahiheho halo min met pagi indihome kalau keluar asep gini ngaruh ya soalnya terus min takutnya data bocor mohon info ,2745,0,,-1,-1
2022-08-23 15:37:28,1562101724881760000, hyang_wisnu data pln dan indihome bocor ini yang dilakukan kominfo kemkominfo akan segera mengeluarkan rekomendasi teknis untuk pen ,16,0,,-1,-1
2022-08-23 15:31:57,1562100339045573120, hahahiheho halo min met pagi indihome kalau keluar asep gini ngaruh ya soalnya terus min takutnya data bocor mohon info ,2745,0,,-1,-1
2022-08-23 15:12:26,1562095424311214080, cuma bocor browsing history 26 juta orang doang kok pada panik si indihome co l9fleygru7,0,0,,-4,-1
2022-08-23 14:59:11,1562092091865726976,pln dan indihome indihome bukannya membantah kalau datanya bocor ya so sopo iki sing bener kominfo klaim sud co wl8cljifui,0,0,,-2,-1
2022-08-23 14:43:40,1562088188004691968, hyang_wisnu data pln dan indihome bocor ini yang dilakukan kominfo kemkominfo akan segera mengeluarkan rekomendasi teknis untuk pen ,16,0,,-1,-1
2022-08-23 14:38:32,1562086892644205056, anvie bukannya telkom indihome sudah membantah data mereka bocor co fefdp55s18,0,0,,-2,-1
2022-08-23 14:31:25,1562085104972751104, mediakomando 26 juta data pengguna indihome bocor ada nama dan nik co qtm0uua3m4,2,0,,-1,-1
2022-08-23 14:28:04,1562084259732815872,data pln dan indihome bocor kominfo lakukan ini kominfo telah memberikan rekomendasi teknis kepada pln guna menin co cmjyszg240,0,0,,-1,-1
2022-08-23 14:16:23,1562081320725265920, alhaura_18 26 juta riwayat pencarian sekaligus nama dan nomor induk kependudukan nik pelanggan indihome bocor dan dibagikan gratis ,1,0,,1,1
2022-08-23 14:16:18,1562081299367890944, safina2897 lagi lagi data pribadi diretas tersebar isu bahwa 26 juta riwayat pencarian sekaligus nama dan nomor induk kependudukan ,1,0,,0,0
2022-08-23 14:07:11,1562079005180050944, detikinet pihak telkom sudah mengklaim kalau data pelanggan indihome yang diduga tersebar di dunia maya tidak valid benarkah ,2,0,,-1,-1
2022-08-23 14:06:13,1562078761041818112, hyang_wisnu data pln dan indihome bocor ini yang dilakukan kominfo kemkominfo akan segera mengeluarkan rekomendasi teknis untuk pen ,16,0,,-1,-1
2022-08-23 14:05:50,1562078664300572928, infomalang menindaklanjuti berita yang sedang hangat belakangan ini terkait bocornya data pelanggan indihome telkomindonesia memberi ,6,0,,1,1
2022-08-23 14:04:45,1562078393834696960,kominfo akan segera mengeluarkan rekomendasi teknis untuk peningkatan pelaksanaan pelindungan data pribadi telkom co vvamy4uzl5,0,1,,1,1
2022-08-23 14:03:45,1562078141048241920,kominfo akan terus memperhatikan pemenuhan kewajiban pln terhadap ketentuan pelindungan data pribadi pelanggannya co m0xhyi54il,0,0,,2,1
2022-08-23 14:03:37,1562078106881469952, kemkominfo akan segera melakukan pemanggilan terhadap manajemen telkom untuk mendapatkan laporan dan langkah tinda co v7kdavf9cg,1,1,,0,0
2022-08-23 14:02:52,1562077916967497984,kominfo telah menyampaikan rekomendasi teknis kepada pln guna meningkatkan pelindungan data pribadi pelanggan pln co rmbrxkeffj,0,1,,1,1
2022-08-23 14:02:42,1562077878845846016, piliaindo kasus kebocoran data pribadi masyarakat kembali terjadi tersebar isu bahwa 26 juta riwayat pencarian sekaligus nama dan nom ,1,0,,-2,-1
2022-08-23 14:02:23,1562077796251614976, beritakbr lagi lagi nih ada isu kebocoran data kali ini 17 juta data pelanggan pln diduga bocor terbaru ada dugaan kebocoran data ,2,0,,-6,-1
2022-08-23 14:01:54,1562077673824071936, anakmama919878 co cojln24esv serba serbi mmc mmc_idn2 islamkaffah kasus kebocoran data pribadi masyarakat kembali terjadi ,1,0,,-2,-1
2022-08-23 14:01:50,1562077658456142080, mantuemboke co ja9lkwgoas serba serbi mmc mmc_idn2 islamkaffah kasus kebocoran data pribadi masyarakat kembali terjadi te ,1,0,,-2,-1
2022-08-23 14:01:47,1562077645499937024, istrinyakinkin co kdrfw9lov9 serba serbi mmc mmc_idn2 islamkaffah kasus kebocoran data pribadi masyarakat kembali terjadi ,1,0,,-2,-1
2022-08-23 14:01:40,1562077617913987072, kikin75101182 co xktbnmmfsi serba serbi mmc mmc_idn2 islamkaffah kasus kebocoran data pribadi masyarakat kembali terjadi ,1,0,,-2,-1
2022-08-23 14:01:21,1562077536573865984, yesi_sifa kasus kebocoran data pribadi masyarakat kembali terjadi tersebar isu bahwa 26 juta riwayat pencarian sekaligus nama dan nom ,1,0,,-2,-1
2022-08-23 14:01:18,1562077522833326080, ghazala60976606 tersebar isu bahwa 26 juta riwayat pencarian sekaligus nama dan nomor induk kependudukan nik pelanggan indihome boco ,1,0,,0,0
2022-08-23 13:50:03,1562074692990554112,soal 26 juta data pelanggan indihome bocor stafsus menteri bumn itu hoaks co by356e5mtq,0,1,,-1,-1
2022-08-23 13:43:24,1562073017790119936, hyang_wisnu data pln dan indihome bocor kominfo lakukan ini kemkominfo akan segera mengeluarkan rekomendasi teknis untuk peningkata ,14,0,,-1,-1
2022-08-23 13:39:38,1562072071626100992, hahahiheho halo min met pagi indihome kalau keluar asep gini ngaruh ya soalnya terus min takutnya data bocor mohon info ,2745,0,,-1,-1
2022-08-23 13:37:44,1562071592230096896, mmc_idn2 26 juta data pribadi diretas negara gagal menjaga privasi rakyat serba serbi mmc tersebar isu bahwa 26 juta riwayat penca ,57,0,,-1,-1
2022-08-23 13:28:11,1562069189946289920, presidenbingung pantes data indihome sempat bocor jangan jangan,0,0,,-1,-1
2022-08-23 13:24:36,1562068288506667008, kemkominfo pemerintah sudah melakukan pemanggilan terhadap manajemen pln terkait kasus kebocoran data pengguna co izxd675qmy,0,0,,-2,-1
2022-08-23 13:23:20,1562067971345764096, mmc_idn2 26 juta data pribadi diretas negara gagal menjaga privasi rakyat serba serbi mmc tersebar isu bahwa 26 juta riwayat penca ,57,0,,-1,-1
2022-08-23 13:21:10,1562067423893011968, noraniyah5 26 juta data pribadi diretas negara gagal menjaga privasi rakyat serba serbi mmc kasus kebocoran data pribadi masyaraka ,3,0,,-2,-1
2022-08-23 13:19:11,1562066926452743936,tersebar isu bahwa 26 juta riwayat pencarian sekaligus nama dan nomor induk kependudukan nik pelanggan indihome co ookmy97ftu,1,0,,0,0
2022-08-23 13:18:56,1562066861285466112,bukti security awareness ri rendah dugaan bocor data pln indihome bin co 1yht5rpsl2,0,0,,-3,-1
2022-08-23 13:13:58,1562065613182619904,data pln dan indihome bocor kominfo lakukan ini kominfo telah menyampaikan rekomendasi teknis guna meningkatkan co tz6q1ffukt,0,0,,0,0
2022-08-23 13:12:37,1562065272441224960,kasus kebocoran data pribadi masyarakat kembali terjadi tersebar isu bahwa 26 juta riwayat pencarian sekaligus nam co x839rgmkcf,1,0,,-2,-1
2022-08-23 13:09:57,1562064601159574016,menindaklanjuti berita yang sedang hangat belakangan ini terkait bocornya data pelanggan indihome telkomindonesia co cpdljohmp3,6,14,,1,1
2022-08-23 13:05:20,1562063439253881088,telkom bantah data pelanggan indihome bocor co 8li7516zkh,0,0,,-2,-1
2022-08-23 13:05:04,1562063373126483968,telkom bantah data pelanggan indihome bocor co ltvvchawxe,0,0,,-2,-1
2022-08-23 12:57:43,1562061524306312960, mmc_idn2 26 juta data pribadi diretas negara gagal menjaga privasi rakyat serba serbi mmc tersebar isu bahwa 26 juta riwayat penca ,57,0,,-1,-1
2022-08-23 12:57:40,1562061509446234112, damarjunia ramai2 menolak bocor dan melanggar privasi pln bukan data baru itu data lama co 2jp2kakyql indihome buk ,89,0,,-4,-1
2022-08-23 12:44:25,1562058175976656896, vita_avp kemkominfo bersama pln bahkan dengan melibatkan badan siber dan sandi negara bssn melakukan peningkatan sistem perlindung ,1,0,,2,1
2022-08-23 12:43:16,1562057887933157120, kemkominfo bersama pln bahkan dengan melibatkan badan siber dan sandi negara bssn melakukan peningkatan sistem co iou0qyuu3m,1,2,,2,1
2022-08-23 12:25:52,1562053509302095872, hahahiheho halo min met pagi indihome kalau keluar asep gini ngaruh ya soalnya terus min takutnya data bocor mohon info ,2745,0,,-1,-1
2022-08-23 12:11:42,1562049941689683968, yradianto kebocoran data di pln dan indihome ini makin memperlihatkan urgensi segera diundangkannya rancangan undang undang perlindung ,3,0,,-1,-1
2022-08-23 12:04:11,1562048049379442944, yradianto kebocoran data di pln dan indihome ini makin memperlihatkan urgensi segera diundangkannya rancangan undang undang perlindung ,3,0,,-1,-1
2022-08-23 12:03:10,1562047795015859968, yradianto kebocoran data di pln dan indihome ini makin memperlihatkan urgensi segera diundangkannya rancangan undang undang perlindung ,3,0,,-1,-1
2022-08-23 12:00:54,1562047223264752128,kebocoran data di pln dan indihome ini makin memperlihatkan urgensi segera diundangkannya rancangan undang undang co mgxytmsnzv,3,15,,-1,-1
2022-08-23 11:59:05,1562046766333059072, tb_aank data pln dan indihome bocor ini yang dilakukan kominfo kabar data pt perusahaan listrik negara pln dan indihome bocor tela ,2,0,,-2,-1
2022-08-23 11:57:11,1562046289692720896, tb_aank data pln dan indihome bocor ini yang dilakukan kominfo kabar data pt perusahaan listrik negara pln dan indihome bocor tela ,2,0,,-2,-1
2022-08-23 11:55:01,1562045743061691904, mmc_idn2 26 juta data pribadi diretas negara gagal menjaga privasi rakyat serba serbi mmc tersebar isu bahwa 26 juta riwayat penca ,57,0,,-1,-1
2022-08-23 11:52:30,1562045111642788096, damarjunia ramai2 menolak bocor dan melanggar privasi pln bukan data baru itu data lama co 2jp2kakyql indihome buk ,89,0,,-4,-1
2022-08-23 11:50:16,1562044549757029888, mmc_idn2 26 juta data pribadi diretas negara gagal menjaga privasi rakyat serba serbi mmc tersebar isu bahwa 26 juta riwayat penca ,57,0,,-1,-1
2022-08-23 11:19:35,1562036826755411968, damarjunia ramai2 menolak bocor dan melanggar privasi pln bukan data baru itu data lama co 2jp2kakyql indihome buk ,89,0,,-4,-1
2022-08-23 11:18:13,1562036481182831104, hahahiheho halo min met pagi indihome kalau keluar asep gini ngaruh ya soalnya terus min takutnya data bocor mohon info ,2745,0,,-1,-1
2022-08-23 11:13:31,1562035299026619904, hahahiheho halo min met pagi indihome kalau keluar asep gini ngaruh ya soalnya terus min takutnya data bocor mohon info ,2745,0,,-1,-1
2022-08-23 11:12:29,1562035041823117056, elpanjullo kementerian komunikasi dan informatika kemkominfo kini telah mengambil tindakan direktur jenderal aplikasi informatika ,1,0,,1,1
2022-08-23 10:58:33,1562031534525140992, damarjunia ramai2 menolak bocor dan melanggar privasi pln bukan data baru itu data lama co 2jp2kakyql indihome buk ,89,0,,-4,-1
2022-08-23 10:56:28,1562031009968688896, damarjunia ramai2 menolak bocor dan melanggar privasi pln bukan data baru itu data lama co 2jp2kakyql indihome buk ,89,0,,-4,-1
2022-08-23 10:56:03,1562030903425084928, mmc_idn2 26 juta data pribadi diretas negara gagal menjaga privasi rakyat serba serbi mmc tersebar isu bahwa 26 juta riwayat penca ,57,0,,-1,-1
2022-08-23 10:55:06,1562030665352486912, hahahiheho halo min met pagi indihome kalau keluar asep gini ngaruh ya soalnya terus min takutnya data bocor mohon info ,2745,0,,-1,-1
2022-08-23 10:50:04,1562029399142126080,kasus kebocoran data pribadi masyarakat kembali terjadi tersebar isu bahwa 26 juta riwayat pencarian sekaligus nam co odynt7nkek,0,0,,-2,-1
2022-08-23 10:48:15,1562028940923138048,data pelanggan indihome bocor data pelanggan pln bocor data pelanggan provider selular bocor masih yakin dat co y4coi0cym6,0,0,,-2,-1
2022-08-23 10:37:54,1562026337828711936, hahahiheho halo min met pagi indihome kalau keluar asep gini ngaruh ya soalnya terus min takutnya data bocor mohon info ,2745,0,,-1,-1
2022-08-23 10:36:06,1562025882759225088, hahahiheho halo min met pagi indihome kalau keluar asep gini ngaruh ya soalnya terus min takutnya data bocor mohon info ,2745,0,,-1,-1
2022-08-23 10:32:36,1562025003083874048,bos telkom sebut data pelanggan indihome yang bocor karena akses situs terlarang suara co buwmhweipo co yijmavpr4r,0,0,,-2,-1
2022-08-23 10:30:00,1562024349367906048,kabar data pt perusahaan listrik negara pln dan indihome bocor telah tersebar luas kementerian komunikasi dan in co 3crbxh9iml,0,0,,0,0
2022-08-23 10:28:43,1562024027149206016, aimrod ini lah alasan kenapa pse adalah regulasi yang punya intensi baik tapi eksekusinya amburadul total co vgs1cjnokv htt ,2,0,,0,0
2022-08-23 10:28:06,1562023871393701888, radaraktual parah data 26 juta pelanggan indihome termasuk nama dan nik bocor kominfo turun tangan co ljkwa8yt45,4,0,,-3,-1
2022-08-23 10:23:41,1562022760573832960,26 juta riwayat browsing indihome di duga bocor weehh kenpa bsa yah bisa nya data sebanyak itu di retas simak co uuhvbuklb8,0,0,,0,0
2022-08-23 10:21:23,1562022178828452096, hyang_wisnu data pln dan indihome bocor ini yang dilakukan kominfo kemkominfo akan segera mengeluarkan rekomendasi teknis untuk pen ,16,0,,-1,-1
2022-08-23 10:16:38,1562020986962457088, secgron selama ini udah ketahuan mencuri browsing history milik pengguna melalui kerjasama antara telkom dan anak usahanya di bidang ,295,0,,-2,-1
2022-08-23 10:15:42,1562020750412103936, hahahiheho halo min met pagi indihome kalau keluar asep gini ngaruh ya soalnya terus min takutnya data bocor mohon info ,2745,0,,-1,-1
2022-08-23 10:09:20,1562019148112137984, ini menunjukkan sistem pengamanan data pribadi di kedua perusahaan tersebut misalnya belum aman dan belum andal co g9bavhalnl,0,0,,2,1
2022-08-23 10:04:40,1562017975544459008, hahahiheho halo min met pagi indihome kalau keluar asep gini ngaruh ya soalnya terus min takutnya data bocor mohon info ,2745,0,,-1,-1
2022-08-23 10:03:30,1562017678214148096, damarjunia ramai2 menolak bocor dan melanggar privasi pln bukan data baru itu data lama co 2jp2kakyql indihome buk ,89,0,,-4,-1
2022-08-23 09:58:04,1562016311907340032, hyang_wisnu data pln dan indihome bocor kominfo lakukan ini kemkominfo akan segera mengeluarkan rekomendasi teknis untuk peningkata ,14,0,,-1,-1
2022-08-23 09:46:29,1562013397595610880,data indihome dituding bocor telkom merasa disudutkan detikinet co tazgjtfmfl opsitek co voo7x6jwx1,0,0,,-3,-1
2022-08-23 09:34:53,1562010478200720896,data indihome yang bocor katanya tidak valid benarkah detik co t0mztesw6h opsitek co bb8gfkr4eg,0,0,,0,0
2022-08-23 09:30:17,1562009320858190080, mmc_idn2 26 juta data pribadi diretas negara gagal menjaga privasi rakyat serba serbi mmc tersebar isu bahwa 26 juta riwayat penca ,57,0,,-1,-1
2022-08-23 09:25:28,1562008109408988928, dwikresnaw saya pastikan data sampling salah sambungnya dalam informasi bocornya data pelanggan diklaim sebanyak 26 juta data hi ,2,0,,-1,-1
2022-08-23 09:24:11,1562007785214131968, hahahiheho halo min met pagi indihome kalau keluar asep gini ngaruh ya soalnya terus min takutnya data bocor mohon info ,2745,0,,-1,-1
2022-08-23 09:23:02,1562007496763461888, mmc_idn2 26 juta data pribadi diretas negara gagal menjaga privasi rakyat serba serbi mmc tersebar isu bahwa 26 juta riwayat penca ,57,0,,-1,-1
2022-08-23 09:23:00,1562007486843956992,data yang bocor tersebut ternyata bukanlah data pelanggan indihome money co c3nqlzwmmc,2,0,,-1,-1
2022-08-23 09:21:52,1562007203355427072, hahahiheho halo min met pagi indihome kalau keluar asep gini ngaruh ya soalnya terus min takutnya data bocor mohon info ,2745,0,,-1,-1
2022-08-23 09:20:55,1562006964347245056,dugaan data indihome bocor telkom tidak ada kebocoran di sistem kami co qgjhw6zph0,0,0,,-3,-1
2022-08-23 09:18:36,1562006381120537088, hyang_wisnu data pln dan indihome bocor ini yang dilakukan kominfo kemkominfo akan segera mengeluarkan rekomendasi teknis untuk pen ,16,0,,-1,-1
2022-08-23 09:12:54,1562004944345255936, hyang_wisnu kemkominfo bssn_ri platejohnny jokowi kenapa data pln dan indihome bisa bocor kemkominfo platejohnny,0,0,,0,0
2022-08-23 09:12:25,1562004822723023104, hyang_wisnu data pln dan indihome bocor kominfo lakukan ini kemkominfo akan segera mengeluarkan rekomendasi teknis untuk peningkata ,14,0,,-1,-1
2022-08-23 09:12:22,1562004811222248960,data pln dan indihome bocor kominfo lakukan ini kemkominfo platejohnny co qy2yjwx307,0,0,,-1,-1
2022-08-23 09:11:38,1562004627658505984, mmc_idn2 26 juta data pribadi diretas negara gagal menjaga privasi rakyat serba serbi mmc tersebar isu bahwa 26 juta riwayat penca ,57,0,,-1,-1
2022-08-23 09:07:27,1562003574065963008,pihak telkom sudah mengklaim kalau data pelanggan indihome yang diduga tersebar di dunia maya tidak valid benarkah co dfxrbbthwk,2,1,,-1,-1
2022-08-23 09:05:43,1562003136939704064,26 juta data pelanggan indihome bocor telkom keamanan data pelanggan terjamin co tmragejecp,3,2,,-1,-1
2022-08-23 09:03:04,1562002470469272064, hyang_wisnu kemkominfo bssn_ri platejohnny jokowi _pln_id indihome aryprasetyo85 cahaya_dfa zhymme co 7mjbbws61b,0,0,,0,0
2022-08-23 09:01:51,1562002164276695040, hyang_wisnu data pln dan indihome bocor ini yang dilakukan kominfo kemkominfo akan segera mengeluarkan rekomendasi teknis untuk pen ,16,0,,-1,-1
2022-08-23 09:01:45,1562002139769359872,data pln dan indihome bocor ini yang dilakukan kominfo kemkominfo platejohnny co nxmykqhzaz,0,0,,-1,-1
2022-08-23 09:01:21,1562002037683826944, hyang_wisnu data pln dan indihome bocor kominfo lakukan ini kemkominfo akan segera mengeluarkan rekomendasi teknis untuk peningkata ,14,0,,-1,-1
2022-08-23 09:00:02,1562001708447842048,dugaan data indihome bocor telkom tidak ada kebocoran di sistem kami co qgjhw6yrrs,0,0,,-3,-1
2022-08-23 08:56:53,1562000915791372032, latifajulia data pribadi diretas kembali trjadi beberapa wktu lalu yg trsebar isu 26jt dftar pencarian nama amp nik pelanggan indihome ,1,0,,0,0
2022-08-23 08:50:17,1561999254608293888, hyang_wisnu data pln dan indihome bocor ini yang dilakukan kominfo kemkominfo akan segera mengeluarkan rekomendasi teknis untuk pen ,16,0,,-1,-1
2022-08-23 08:45:12,1561997974733192960, secgron selama ini udah ketahuan mencuri browsing history milik pengguna melalui kerjasama antara telkom dan anak usahanya di bidang ,295,0,,-2,-1
2022-08-23 08:44:52,1561997891849167104, mmc_idn2 26 juta data pribadi diretas negara gagal menjaga privasi rakyat serba serbi mmc tersebar isu bahwa 26 juta riwayat penca ,57,0,,-1,-1
2022-08-23 08:39:10,1561996457325912064, hyang_wisnu data pln dan indihome bocor ini yang dilakukan kominfo kemkominfo akan segera mengeluarkan rekomendasi teknis untuk pen ,16,0,,-1,-1
2022-08-23 08:30:23,1561994248102088960, saya pastikan data sampling salah sambungnya dalam informasi bocornya data pelanggan diklaim sebanyak 26 juta co cu0xnxngaa,2,2,,-1,-1
2022-08-23 08:26:04,1561993161718649088,yakin co nyi7qeqo7r,0,0,,1,1
2022-08-23 08:18:36,1561991282049703936, hahahiheho halo min met pagi indihome kalau keluar asep gini ngaruh ya soalnya terus min takutnya data bocor mohon info ,2745,0,,-1,-1
2022-08-23 08:16:52,1561990843640454912,samuel menjelaskan di saat bersamaan pelanggan pln juga melakukan peningkatan sistem perlindungan data pribadi pln co c8jwnvr7zo,0,0,,1,1
2022-08-23 08:15:05,1561990398247312896,pihak pln melaporkan bahwa sedang melakukan evaluasi berkelanjutan terhadap sistem keamanan siber pln jelas samue co gvaml8ymdb,0,0,,3,1
2022-08-23 08:13:10,1561989912215240960, mmc_idn2 26 juta data pribadi diretas negara gagal menjaga privasi rakyat serba serbi mmc tersebar isu bahwa 26 juta riwayat penca ,57,0,,-1,-1
2022-08-23 08:12:09,1561989657440980992,berita ttg pt pln dan indihome bocor menjadi perbincangan viral di media sosial kemkominfo kini telah mengambil co vqzydrh5g1,0,2,,-1,-1
2022-08-23 08:11:22,1561989459134266880, hyang_wisnu data pln dan indihome bocor kominfo lakukan ini kemkominfo akan segera mengeluarkan rekomendasi teknis untuk peningkata ,14,0,,-1,-1
2022-08-23 08:05:11,1561987902959037952, hahahiheho halo min met pagi indihome kalau keluar asep gini ngaruh ya soalnya terus min takutnya data bocor mohon info ,2745,0,,-1,-1
2022-08-23 08:03:02,1561987364876321024, co xktbnmmfsi serba serbi mmc mmc_idn2 islamkaffah kasus kebocoran data pribadi masyarakat kembali terj co bhca7e1snp,1,0,,-2,-1
2022-08-23 08:02:42,1561987279660663040, co kdrfw9lov9 serba serbi mmc mmc_idn2 islamkaffah kasus kebocoran data pribadi masyarakat kembali terj co g8axfizgvm,1,0,,-2,-1
2022-08-23 08:02:23,1561987199683345920, co ja9lkwgoas serba serbi mmc mmc_idn2 islamkaffah kasus kebocoran data pribadi masyarakat kembali terj co 5u7oehqu7a,1,0,,-2,-1
2022-08-23 08:02:06,1561987127876849920, co cojln24esv serba serbi mmc mmc_idn2 islamkaffah kasus kebocoran data pribadi masyarakat kembali terj co jpkiuzpcvt,1,0,,-2,-1
2022-08-23 07:59:23,1561986445853594112, hyang_wisnu data pln dan indihome bocor ini yang dilakukan kominfo kemkominfo akan segera mengeluarkan rekomendasi teknis untuk pen ,16,0,,-1,-1
2022-08-23 07:53:05,1561984861581491968, koviiyay ga ah au indihome data penggunanya bocor,0,0,,-1,-1
2022-08-23 07:34:12,1561980107677658880, mmc_idn2 26 juta data pribadi diretas negara gagal menjaga privasi rakyat serba serbi mmc tersebar isu bahwa 26 juta riwayat penca ,57,0,,-1,-1
2022-08-23 07:27:27,1561978410603228928, hahahiheho halo min met pagi indihome kalau keluar asep gini ngaruh ya soalnya terus min takutnya data bocor mohon info ,2745,0,,-1,-1
